num_hidden_unit, activation_fn, learning_rate, lr_smoother, batch_size, label_index, loss, accuracy, mean_f1, positive_f1
100, relu, 0.001, 1.0e-6, 30, 4, 796.3222620489181, 0.42334322453016815, 0.35550666621470756, 0.14641288433382138
100, relu, 0.001, 1.0e-6, 30, 4, 746.4025620425093, 0.503461918892186, 0.4016707693178282, 0.1548821548821549
100, relu, 0.001, 1.0e-6, 30, 4, 700.27066517517, 0.5647873392680515, 0.4374525772674389, 0.169811320754717
100, relu, 0.001, 1.0e-6, 30, 4, 672.7435233334265, 0.5934718100890207, 0.45471187801910967, 0.17964071856287425
100, relu, 0.001, 1.0e-6, 30, 4, 655.1694534735971, 0.6112759643916914, 0.4654873899725158, 0.18633540372670807
100, relu, 0.001, 1.0e-6, 30, 4, 642.2686442949532, 0.6231454005934718, 0.47115082301673494, 0.18763326226012794
100, relu, 0.001, 1.0e-6, 30, 4, 631.8013177443042, 0.6330365974282888, 0.4771785446957627, 0.1917211328976035
100, relu, 0.001, 1.0e-6, 30, 4, 622.9675590149059, 0.6379821958456974, 0.4802071158860019, 0.1938325991189427
100, relu, 0.001, 1.0e-6, 30, 4, 615.1886529105776, 0.6439169139465876, 0.483855962969686, 0.19642857142857145
100, relu, 0.001, 1.0e-6, 30, 4, 608.162742798668, 0.6478733926805144, 0.4862980851574007, 0.1981981981981982
100, relu, 0.001, 1.0e-6, 30, 4, 601.6974794276433, 0.6478733926805144, 0.48462684002520184, 0.19457013574660634
100, relu, 0.001, 1.0e-6, 30, 4, 595.6167104150536, 0.6528189910979229, 0.48767261728591127, 0.19679633867276886
100, relu, 0.001, 1.0e-6, 30, 4, 589.9631376713542, 0.655786350148368, 0.4895065526007266, 0.19815668202764977
100, relu, 0.001, 1.0e-6, 30, 4, 584.5899462215303, 0.6567754698318496, 0.4901189906938144, 0.19861431870669746
100, relu, 0.001, 1.0e-6, 30, 4, 579.4498841997213, 0.6597428288822947, 0.4919597989949749, 0.19999999999999998
100, relu, 0.001, 1.0e-6, 30, 4, 574.5378325310701, 0.6617210682492581, 0.4931899998827378, 0.20093457943925233
100, relu, 0.001, 1.0e-6, 30, 4, 569.9160085054762, 0.6666666666666666, 0.49627648485977494, 0.20330969267139481
100, relu, 0.001, 1.0e-6, 30, 4, 565.4002448376192, 0.66864490603363, 0.49751565604039044, 0.2042755344418052
100, relu, 0.001, 1.0e-6, 30, 4, 561.0703328629797, 0.6745796241345203, 0.5012498031953576, 0.2072289156626506
100, relu, 0.001, 1.0e-6, 30, 4, 556.8318573656584, 0.675568743818002, 0.5018746845482731, 0.20772946859903382
100, relu, 0.001, 1.0e-6, 30, 1, 7755.354113515739, 0.5855588526211671, 0.5829474826256422, 0.5499462943071965
100, relu, 0.001, 1.0e-6, 30, 1, 7628.716396491204, 0.5934718100890207, 0.592769001437732, 0.5758513931888545
100, relu, 0.001, 1.0e-6, 30, 1, 7559.248619640992, 0.5984174085064293, 0.5983289884684939, 0.6042884990253412
100, relu, 0.001, 1.0e-6, 30, 1, 7473.390290409291, 0.6102868447082097, 0.601869842640568, 0.6597582037996546
100, relu, 0.001, 1.0e-6, 30, 1, 7369.61392542559, 0.6013847675568744, 0.583050972341756, 0.670482420278005
100, relu, 0.001, 1.0e-6, 30, 1, 7270.510960189195, 0.6083086053412463, 0.5794120366090413, 0.689655172413793
100, relu, 0.001, 1.0e-6, 30, 1, 7173.076277245568, 0.6102868447082097, 0.5734780150592348, 0.698776758409786
100, relu, 0.001, 1.0e-6, 30, 1, 7078.737862956675, 0.6132542037586548, 0.574810289285311, 0.702661596958175
100, relu, 0.001, 1.0e-6, 30, 1, 6990.265782158862, 0.6132542037586548, 0.5731187521665275, 0.7040121120363361
100, relu, 0.001, 1.0e-6, 30, 1, 6907.20191314064, 0.6112759643916914, 0.5697755880999431, 0.7033962264150944
100, relu, 0.001, 1.0e-6, 30, 1, 6828.709944636673, 0.6102868447082097, 0.5683869038331513, 0.7028657616892912
100, relu, 0.001, 1.0e-6, 30, 1, 6754.331895100467, 0.609297725024728, 0.5663992390854694, 0.7027840481565087
100, relu, 0.001, 1.0e-6, 30, 1, 6683.703938916013, 0.609297725024728, 0.5663992390854694, 0.7027840481565087
100, relu, 0.001, 1.0e-6, 30, 1, 6616.592284221548, 0.6102868447082097, 0.5671976183232648, 0.7037593984962406
100, relu, 0.001, 1.0e-6, 30, 1, 6552.772412275273, 0.6102868447082097, 0.5671976183232648, 0.7037593984962406
100, relu, 0.001, 1.0e-6, 30, 1, 6492.060505214854, 0.6112759643916914, 0.5685946859761758, 0.7042889390519187
100, relu, 0.001, 1.0e-6, 30, 1, 6434.26932299968, 0.6112759643916914, 0.5685946859761758, 0.7042889390519187
100, relu, 0.001, 1.0e-6, 30, 1, 6379.240158042994, 0.6112759643916914, 0.5685946859761758, 0.7042889390519187
100, relu, 0.001, 1.0e-6, 30, 1, 6326.874369138955, 0.6112759643916914, 0.5685946859761758, 0.7042889390519187
100, relu, 0.001, 1.0e-6, 30, 1, 6277.141008460736, 0.6112759643916914, 0.5685946859761758, 0.7042889390519187
500, relu, 0.001, 1.0e-6, 30, 4, 716.8449483311349, 0.4817012858555885, 0.39054346325525746, 0.15483870967741936
500, relu, 0.001, 1.0e-6, 30, 4, 617.4654657941925, 0.5677546983184966, 0.4446486370978386, 0.18317757009345795
500, relu, 0.001, 1.0e-6, 30, 4, 574.9557442674853, 0.6023738872403561, 0.46449577838914713, 0.19277108433734938
500, relu, 0.001, 1.0e-6, 30, 4, 543.799111343611, 0.629080118694362, 0.47947915651253437, 0.20042643923240938
500, relu, 0.001, 1.0e-6, 30, 4, 517.6787545007768, 0.6547972304648862, 0.4939352084919989, 0.20861678004535145
500, relu, 0.001, 1.0e-6, 30, 4, 494.3514342617237, 0.6716122650840751, 0.5028850710900474, 0.2132701421800948
500, relu, 0.001, 1.0e-6, 30, 4, 473.157951462894, 0.6795252225519288, 0.504381770864855, 0.20975609756097563
500, relu, 0.001, 1.0e-6, 30, 4, 453.55218929041905, 0.6933728981206726, 0.513259905326326, 0.21717171717171718
500, relu, 0.001, 1.0e-6, 30, 4, 435.2625049395238, 0.7111770524233432, 0.5249488278685359, 0.22751322751322753
500, relu, 0.001, 1.0e-6, 30, 4, 418.02549773049014, 0.7240356083086054, 0.5336199270839361, 0.2356164383561644
500, relu, 0.001, 1.0e-6, 30, 4, 401.7494178295963, 0.7329376854599406, 0.5356389493739794, 0.23295454545454547
500, relu, 0.001, 1.0e-6, 30, 4, 386.352800022263, 0.7408506429277942, 0.5411169165950606, 0.23837209302325582
500, relu, 0.001, 1.0e-6, 30, 4, 371.73131498266946, 0.7546983184965381, 0.550956372232968, 0.24848484848484848
500, relu, 0.001, 1.0e-6, 30, 4, 357.6982587328185, 0.7655786350148368, 0.558943557100967, 0.25705329153605017
500, relu, 0.001, 1.0e-6, 30, 4, 344.36103355581224, 0.7675568743818002, 0.555846981868215, 0.24920127795527158
500, relu, 0.001, 1.0e-6, 30, 4, 331.5845001348091, 0.7764589515331355, 0.5625153176888671, 0.256578947368421
500, relu, 0.001, 1.0e-6, 30, 4, 319.4108302617988, 0.7784371909000989, 0.559195876609726, 0.2483221476510067
500, relu, 0.001, 1.0e-6, 30, 4, 307.7433214761536, 0.7833827893175074, 0.5629484580445601, 0.2525597269624573
500, relu, 0.001, 1.0e-6, 30, 4, 296.61342423022666, 0.7883283877349159, 0.564238181173665, 0.2517482517482517
500, relu, 0.001, 1.0e-6, 30, 4, 285.9466689115288, 0.7942631058358062, 0.5688699360341152, 0.2571428571428571
500, relu, 0.001, 1.0e-6, 30, 2, 2509.6926467314524, 0.7289812067260139, 0.6096415083704413, 0.3938053097345133
500, relu, 0.001, 1.0e-6, 30, 2, 2396.666084509619, 0.7062314540059347, 0.5983291975733902, 0.39014373716632444
500, relu, 0.001, 1.0e-6, 30, 2, 2324.5781410831637, 0.7042532146389713, 0.6000754102915203, 0.395959595959596
500, relu, 0.001, 1.0e-6, 30, 2, 2271.9836021774063, 0.7111770524233432, 0.6056436617008998, 0.4016393442622951
500, relu, 0.001, 1.0e-6, 30, 2, 2226.0768912371395, 0.712166172106825, 0.6042158536437713, 0.3975155279503106
500, relu, 0.001, 1.0e-6, 30, 2, 2183.1542935563352, 0.7101879327398615, 0.6026225945576132, 0.39587628865979385
500, relu, 0.001, 1.0e-6, 30, 2, 2141.9734972865667, 0.7200791295746786, 0.611768537176121, 0.40670859538784065
500, relu, 0.001, 1.0e-6, 30, 2, 2101.998390047845, 0.7230464886251237, 0.6142020737251823, 0.4092827004219409
500, relu, 0.001, 1.0e-6, 30, 2, 2062.9202611188234, 0.7250247279920871, 0.6123851186601497, 0.4034334763948497
500, relu, 0.001, 1.0e-6, 30, 2, 2024.452793985295, 0.7210682492581603, 0.6056200478066487, 0.3922413793103448
500, relu, 0.001, 1.0e-6, 30, 2, 1986.5213982611542, 0.7181008902077152, 0.5983716583242382, 0.3790849673202615
500, relu, 0.001, 1.0e-6, 30, 2, 1949.2164304470502, 0.7190900098911969, 0.5966634451137283, 0.3744493392070484
500, relu, 0.001, 1.0e-6, 30, 2, 1912.6014030149609, 0.7250247279920871, 0.6026887192536048, 0.3822222222222222
500, relu, 0.001, 1.0e-6, 30, 2, 1876.4325682433844, 0.7250247279920871, 0.601422104737702, 0.3794642857142857
500, relu, 0.001, 1.0e-6, 30, 2, 1840.8737617450317, 0.7270029673590505, 0.6017367177062994, 0.37837837837837834
500, relu, 0.001, 1.0e-6, 30, 2, 1805.7960032093285, 0.722057368941642, 0.5925380905050192, 0.36281179138322
500, relu, 0.001, 1.0e-6, 30, 2, 1771.3023759271343, 0.722057368941642, 0.5911989144339702, 0.3599088838268793
500, relu, 0.001, 1.0e-6, 30, 2, 1737.2230232351365, 0.7260138476755688, 0.5943376138017948, 0.3632183908045977
500, relu, 0.001, 1.0e-6, 30, 2, 1703.7410074356117, 0.734915924826904, 0.6014861096402979, 0.37089201877934275
500, relu, 0.001, 1.0e-6, 30, 2, 1670.783287943579, 0.7329376854599406, 0.5971231728339669, 0.36320754716981124
500, relu, 0.001, 1.0e-6, 30, 1, 7665.083674896046, 0.6023738872403561, 0.5978695363085155, 0.5553097345132743
500, relu, 0.001, 1.0e-6, 30, 1, 7454.37127975202, 0.609297725024728, 0.6065818445124205, 0.5738942826321467
500, relu, 0.001, 1.0e-6, 30, 1, 7325.233726497049, 0.6073194856577646, 0.6052043732079536, 0.5763073639274279
500, relu, 0.001, 1.0e-6, 30, 1, 7214.332019189643, 0.6063303659742829, 0.6045938020816956, 0.5783898305084746
500, relu, 0.001, 1.0e-6, 30, 1, 7112.2004889348245, 0.6083086053412463, 0.6068774548311076, 0.5831578947368422
500, relu, 0.001, 1.0e-6, 30, 1, 7014.541620738019, 0.6083086053412463, 0.6073093220338983, 0.5875
500, relu, 0.001, 1.0e-6, 30, 1, 6919.501429307829, 0.6053412462908012, 0.604373585871613, 0.5848074921956294
500, relu, 0.001, 1.0e-6, 30, 1, 6826.119447429413, 0.6053412462908012, 0.6045923043369584, 0.5873836608066184
500, relu, 0.001, 1.0e-6, 30, 1, 6734.123423914798, 0.6073194856577646, 0.6067038306904022, 0.5911431513903191
500, relu, 0.001, 1.0e-6, 30, 1, 6642.946098474651, 0.609297725024728, 0.6089059119750622, 0.5965270684371808
500, relu, 0.001, 1.0e-6, 30, 1, 6552.80291442661, 0.609297725024728, 0.6089533999007071, 0.5973496432212029
500, relu, 0.001, 1.0e-6, 30, 1, 6463.498412148488, 0.6053412462908012, 0.605038297839009, 0.5940996948118006
500, relu, 0.001, 1.0e-6, 30, 1, 6374.785754981732, 0.6033630069238378, 0.6031005095722235, 0.5928934010152284
500, relu, 0.001, 1.0e-6, 30, 1, 6286.855101353561, 0.6063303659742829, 0.6060895001057273, 0.5963488843813387
500, relu, 0.001, 1.0e-6, 30, 1, 6199.446954873672, 0.6053412462908012, 0.6051867388455361, 0.5973763874873865
500, relu, 0.001, 1.0e-6, 30, 1, 6112.907293844034, 0.6083086053412463, 0.6081978250827925, 0.6016096579476862
500, relu, 0.001, 1.0e-6, 30, 1, 6027.020163837615, 0.6013847675568744, 0.6012849055403601, 0.5949748743718593
500, relu, 0.001, 1.0e-6, 30, 1, 5941.94306527428, 0.5984174085064293, 0.5983509988727456, 0.593186372745491
500, relu, 0.001, 1.0e-6, 30, 1, 5857.538965012662, 0.6023738872403561, 0.6023081318887775, 0.5971943887775552
500, relu, 0.001, 1.0e-6, 30, 1, 5773.771062900927, 0.6033630069238378, 0.6033071194361517, 0.5985985985985985
500, relu, 0.001, 1.0e-6, 30, 3, 4265.0532913752595, 0.5964391691394659, 0.5851189661970244, 0.5165876777251185
500, relu, 0.001, 1.0e-6, 30, 3, 4071.140361349295, 0.6142433234421365, 0.5973641643996765, 0.5149253731343283
500, relu, 0.001, 1.0e-6, 30, 3, 3976.3600424743304, 0.6261127596439169, 0.6073504027617951, 0.5215189873417722
500, relu, 0.001, 1.0e-6, 30, 3, 3899.8693499537676, 0.6241345202769535, 0.6038074416302286, 0.5140664961636829
500, relu, 0.001, 1.0e-6, 30, 3, 3831.019454611416, 0.629080118694362, 0.6069292425981394, 0.5136186770428016
500, relu, 0.001, 1.0e-6, 30, 3, 3766.458000200798, 0.6280909990108803, 0.6044831403624136, 0.5078534031413613
500, relu, 0.001, 1.0e-6, 30, 3, 3704.2280905015477, 0.6261127596439169, 0.6011343141511639, 0.5013192612137203
500, relu, 0.001, 1.0e-6, 30, 3, 3643.682765068489, 0.629080118694362, 0.6045083698703444, 0.5059288537549407
500, relu, 0.001, 1.0e-6, 30, 3, 3584.5508363981953, 0.6369930761622157, 0.6108589929279888, 0.5100133511348465
500, relu, 0.001, 1.0e-6, 30, 3, 3526.3134011081615, 0.6379821958456974, 0.6104005222371967, 0.5067385444743935
500, relu, 0.001, 1.0e-6, 30, 3, 3469.308324423191, 0.6379821958456974, 0.6086004535684668, 0.5013623978201635
500, relu, 0.001, 1.0e-6, 30, 3, 3413.1095313450082, 0.6409495548961425, 0.6111212953828515, 0.5034199726402189
500, relu, 0.001, 1.0e-6, 30, 3, 3357.5251576770047, 0.6439169139465876, 0.6136436978786283, 0.5054945054945055
500, relu, 0.001, 1.0e-6, 30, 3, 3302.7456281650375, 0.6449060336300693, 0.613069430215315, 0.5020804438280168
500, relu, 0.001, 1.0e-6, 30, 3, 3248.461347430413, 0.6538081107814046, 0.6211099118546501, 0.5098039215686274
500, relu, 0.001, 1.0e-6, 30, 3, 3194.953472638007, 0.6528189910979229, 0.6202684843847812, 0.509090909090909
500, relu, 0.001, 1.0e-6, 30, 3, 3142.033042633511, 0.6538081107814046, 0.6206256968865254, 0.5084269662921348
500, relu, 0.001, 1.0e-6, 30, 3, 3089.6074240466287, 0.6577645895153313, 0.6239906611975337, 0.5112994350282485
500, relu, 0.001, 1.0e-6, 30, 3, 3037.780469331469, 0.655786350148368, 0.6213222315024497, 0.5070821529745042
500, relu, 0.001, 1.0e-6, 30, 3, 2986.587461439847, 0.6597428288822947, 0.6241798141344284, 0.5085714285714286
100, relu, 0.001, 1.0e-6, 20, 1, 7740.429116307718, 0.6013847675568744, 0.6003274420575682, 0.6208842897460018
100, relu, 0.001, 1.0e-6, 20, 1, 7535.407818234379, 0.6142433234421365, 0.5963253722541648, 0.6813725490196079
100, relu, 0.001, 1.0e-6, 20, 1, 7378.873846650858, 0.6152324431256182, 0.5901725785492398, 0.6915146708961142
100, relu, 0.001, 1.0e-6, 20, 1, 7244.121060485273, 0.6142433234421365, 0.5857845815089043, 0.6943573667711599
100, relu, 0.001, 1.0e-6, 20, 1, 7123.932959308065, 0.6132542037586548, 0.5835521970120763, 0.6947697111631538
100, relu, 0.001, 1.0e-6, 20, 1, 7015.918049308631, 0.6122650840751731, 0.5817693690955601, 0.6947040498442368
100, relu, 0.001, 1.0e-6, 20, 1, 6916.882814790759, 0.6142433234421365, 0.5839031988450725, 0.6962616822429906
100, relu, 0.001, 1.0e-6, 20, 1, 6825.413774214925, 0.6112759643916914, 0.579972408543837, 0.6946386946386945
100, relu, 0.001, 1.0e-6, 20, 1, 6740.608848914771, 0.6102868447082097, 0.5786573188687867, 0.6940993788819876
100, relu, 0.001, 1.0e-6, 20, 1, 6661.576010227591, 0.6112759643916914, 0.579972408543837, 0.6946386946386945
100, relu, 0.001, 1.0e-6, 20, 1, 6587.702348373914, 0.6102868447082097, 0.5786573188687867, 0.6940993788819876
100, relu, 0.001, 1.0e-6, 20, 1, 6518.522018107927, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6453.589642902807, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6392.923633514181, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6335.818231980115, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6281.9268683877, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6230.991278830456, 0.609297725024728, 0.5778348635491493, 0.693084693084693
100, relu, 0.001, 1.0e-6, 20, 1, 6182.794488562157, 0.6102868447082097, 0.5791487761173845, 0.6936236391912908
100, relu, 0.001, 1.0e-6, 20, 1, 6137.130030542306, 0.6102868447082097, 0.5791487761173845, 0.6936236391912908
100, relu, 0.001, 1.0e-6, 20, 1, 6093.824686018644, 0.6112759643916914, 0.579972408543837, 0.6946386946386945
100, relu, 0.001, 1.0e-6, 20, 4, 797.6102489066266, 0.5450049455984174, 0.4118822398705043, 0.1320754716981132
100, relu, 0.001, 1.0e-6, 20, 4, 749.1630293871948, 0.506429277942631, 0.4058299423483479, 0.16134453781512606
100, relu, 0.001, 1.0e-6, 20, 4, 698.9541318361624, 0.5450049455984174, 0.4268707482993197, 0.16666666666666666
100, relu, 0.001, 1.0e-6, 20, 4, 669.595763905964, 0.582591493570722, 0.4495737390209415, 0.17898832684824903
100, relu, 0.001, 1.0e-6, 20, 4, 650.4300847733463, 0.5974282888229476, 0.458566509249622, 0.1843687374749499
100, relu, 0.001, 1.0e-6, 20, 4, 636.3794894595229, 0.6132542037586548, 0.4697113804506033, 0.19381443298969073
100, relu, 0.001, 1.0e-6, 20, 4, 625.1411199203626, 0.6211671612265084, 0.4730541285340047, 0.19368421052631582
100, relu, 0.001, 1.0e-6, 20, 4, 615.6233710806089, 0.6310583580613254, 0.47914309984047065, 0.1978494623655914
100, relu, 0.001, 1.0e-6, 20, 4, 607.2532494136949, 0.6340257171117705, 0.480977355977356, 0.19913419913419914
100, relu, 0.001, 1.0e-6, 20, 4, 599.8328653895906, 0.6409495548961425, 0.48527248118824373, 0.2021978021978022
100, relu, 0.001, 1.0e-6, 20, 4, 592.932537445505, 0.6528189910979229, 0.49269117665979983, 0.2076749435665914
100, relu, 0.001, 1.0e-6, 20, 4, 586.5492359746511, 0.6607319485657764, 0.49768159398561584, 0.2114942528735632
100, relu, 0.001, 1.0e-6, 20, 4, 580.589793225959, 0.6656775469831849, 0.5008209652915742, 0.213953488372093
100, relu, 0.001, 1.0e-6, 20, 4, 574.8971018651489, 0.6726013847675568, 0.5052448560492152, 0.21749408983451538
100, relu, 0.001, 1.0e-6, 20, 4, 569.5097799290521, 0.6775469831849654, 0.5084268992590294, 0.2200956937799043
100, relu, 0.001, 1.0e-6, 20, 4, 564.3317541071758, 0.6834817012858556, 0.5122716034493155, 0.2233009708737864
100, relu, 0.001, 1.0e-6, 20, 4, 559.298099977333, 0.6884272997032641, 0.5154988932078715, 0.22604422604422603
100, relu, 0.001, 1.0e-6, 20, 4, 554.3783264004059, 0.6913946587537092, 0.5174460585737191, 0.2277227722772277
100, relu, 0.001, 1.0e-6, 20, 4, 549.5727850857436, 0.6963402571711177, 0.5207102784688152, 0.23057644110275685
100, relu, 0.001, 1.0e-6, 20, 4, 544.7964243381647, 0.7042532146389713, 0.5241319381585141, 0.23136246786632395
100, relu, 0.001, 1.0e-6, 20, 2, 2530.6211979464993, 0.6221562809099901, 0.5464727932058171, 0.3612040133779264
100, relu, 0.001, 1.0e-6, 20, 2, 2475.441031761995, 0.6330365974282888, 0.5538176043395251, 0.36581196581196584
100, relu, 0.001, 1.0e-6, 20, 2, 2448.2290328090876, 0.6449060336300693, 0.560996762047373, 0.3690685413005273
100, relu, 0.001, 1.0e-6, 20, 2, 2427.132435527014, 0.6488625123639961, 0.5601681362246556, 0.3626570915619389
100, relu, 0.001, 1.0e-6, 20, 2, 2407.0778621855857, 0.6567754698318496, 0.5641835359301336, 0.36330275229357795
100, relu, 0.001, 1.0e-6, 20, 2, 2385.386622524512, 0.6676557863501483, 0.5714588484634405, 0.368421052631579
100, relu, 0.001, 1.0e-6, 20, 2, 2359.527996830313, 0.6913946587537092, 0.5898750767118444, 0.3858267716535433
100, relu, 0.001, 1.0e-6, 20, 2, 2328.665331994682, 0.6983184965380811, 0.6006390190138592, 0.40313111545988256
100, relu, 0.001, 1.0e-6, 20, 2, 2296.2298422267836, 0.6943620178041543, 0.5985027342771034, 0.402321083172147
100, relu, 0.001, 1.0e-6, 20, 2, 2267.889169605183, 0.6933728981206726, 0.597713690133903, 0.4015444015444015
100, relu, 0.001, 1.0e-6, 20, 2, 2242.978675459749, 0.6913946587537092, 0.596138482023968, 0.39999999999999997
100, relu, 0.001, 1.0e-6, 20, 2, 2219.5850771725495, 0.6874381800197824, 0.5919846743295019, 0.3946360153256705
100, relu, 0.001, 1.0e-6, 20, 2, 2197.189031954545, 0.6884272997032641, 0.5937827257687407, 0.3977055449330784
100, relu, 0.001, 1.0e-6, 20, 2, 2175.599149048974, 0.685459940652819, 0.5904233634668107, 0.3931297709923664
100, relu, 0.001, 1.0e-6, 20, 2, 2154.7475806174443, 0.6824925816023739, 0.5870712854279988, 0.3885714285714285
100, relu, 0.001, 1.0e-6, 20, 2, 2134.599480521753, 0.6775469831849654, 0.5842130494020286, 0.38721804511278196
100, relu, 0.001, 1.0e-6, 20, 2, 2115.1511837676544, 0.6785361028684471, 0.5859883044767318, 0.39024390243902435
100, relu, 0.001, 1.0e-6, 20, 2, 2096.414136604799, 0.6765578635014837, 0.5844395980114261, 0.38878504672897196
100, relu, 0.001, 1.0e-6, 20, 2, 2078.380252343671, 0.6765578635014837, 0.5844395980114261, 0.38878504672897196
100, relu, 0.001, 1.0e-6, 20, 2, 2061.042570494954, 0.6745796241345203, 0.5828941180896489, 0.3873370577281192
